community_id,community_size,dominant_experience_level,entry_accessibility,community_label,defining_skills,defining_responsibility_signals,confidence,level_agreement,access_agreement,label_agreement,overall_agreement,calls_used,top_title_keywords,raw_call_outputs,batch_id
425,30,mid,moderate_entry_barrier,Financial Analysts,"['financial analysis', 'operations management', 'budgeting']","['implement', 'maintain']",medium,0.667,0.667,0.667,0.667,3,"financial, analyst, finance, manager, senior, chief, officer, plant, systems, cost, vice, president","[{""community_id"": 425, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Financial Analysts"", ""defining_skills"": [""financial analysis"", ""operations management"", ""budgeting""], ""defining_responsibility_signals"": [""implement"", ""maintain""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 425, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Financial Analysts\"", \""defining_skills\"": [\""financial analysis\"", \""operations management\"", \""budgeting\""], \""defining_responsibility_signals\"": [\""implement\"", \""maintain\""], \""confidence\"": \""medium\""}""}, {""community_id"": 425, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Financial Analysts"", ""defining_skills"": [""financial analysis"", ""operations management"", ""investment analysis""], ""defining_responsibility_signals"": [""implement"", ""maintain""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 425, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Financial Analysts\"", \""defining_skills\"": [\""financial analysis\"", \""operations management\"", \""investment analysis\""], \""defining_responsibility_signals\"": [\""implement\"", \""maintain\""], \""confidence\"": \""medium\""}""}, {""community_id"": 425, ""dominant_experience_level"": ""senior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Finance Executive"", ""defining_skills"": [""financial analysis"", ""strategic planning"", ""leadership""], ""defining_responsibility_signals"": [""define direction"", ""make strategic decisions""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 425, \""dominant_experience_level\"": \""senior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Finance Executive\"", \""defining_skills\"": [\""financial analysis\"", \""strategic planning\"", \""leadership\""], \""defining_responsibility_signals\"": [\""define direction\"", \""make strategic decisions\""], \""confidence\"": \""high\""}""}]",18
426,30,mid,moderate_entry_barrier,Admin Support,"['outlook', 'project management', 'event management']","['collaboration', 'support']",medium,1.0,1.0,0.333,0.778,3,"assistant, administrative, executive, admin, administrator, senior, support, sci, office, somerset, collaboration, technical","[{""community_id"": 426, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Admin Support"", ""defining_skills"": [""outlook"", ""project management"", ""event management""], ""defining_responsibility_signals"": [""support"", ""collaboration""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 426, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Admin Support\"", \""defining_skills\"": [\""outlook\"", \""project management\"", \""event management\""], \""defining_responsibility_signals\"": [\""support\"", \""collaboration\""], \""confidence\"": \""medium\""}""}, {""community_id"": 426, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Admin & Executive Assistants"", ""defining_skills"": [""collaboration"", ""technical support"", ""administrative tasks""], ""defining_responsibility_signals"": [""supportive role"", ""contribute to success""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 426, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Admin & Executive Assistants\"", \""defining_skills\"": [\""collaboration\"", \""technical support\"", \""administrative tasks\""], \""defining_responsibility_signals\"": [\""supportive role\"", \""contribute to success\""], \""confidence\"": \""medium\""}""}, {""community_id"": 426, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Executive Assistants"", ""defining_skills"": [""executive secretarial"", ""administrative support"", ""specialized experience""], ""defining_responsibility_signals"": [""executive support"", ""collaboration""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 426, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Executive Assistants\"", \""defining_skills\"": [\""executive secretarial\"", \""administrative support\"", \""specialized experience\""], \""defining_responsibility_signals\"": [\""executive support\"", \""collaboration\""], \""confidence\"": \""medium\""}""}]",18
427,30,mid,moderate_entry_barrier,Customer Service Representatives,"['customer service', 'communication', 'customer support']","['greeting and providing customer service', 'monitoring work volume']",medium,1.0,1.0,1.0,1.0,3,"customer, representative, service, manager, assistant, credit, specialist, support, client, services, dedicated, transportation","[{""community_id"": 427, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Customer Service Representatives"", ""defining_skills"": [""customer service"", ""extraordinary customer service"", ""work volume monitoring""], ""defining_responsibility_signals"": [""greeting and providing customer service"", ""monitoring work volume""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 427, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Customer Service Representatives\"", \""defining_skills\"": [\""customer service\"", \""extraordinary customer service\"", \""work volume monitoring\""], \""defining_responsibility_signals\"": [\""greeting and providing customer service\"", \""monitoring work volume\""], \""confidence\"": \""medium\""}""}, {""community_id"": 427, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Customer Service Representatives"", ""defining_skills"": [""customer service"", ""communication"", ""customer support""], ""defining_responsibility_signals"": [""perform all-purpose duties"", ""provide extraordinary customer service""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 427, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Customer Service Representatives\"", \""defining_skills\"": [\""customer service\"", \""communication\"", \""customer support\""], \""defining_responsibility_signals\"": [\""perform all-purpose duties\"", \""provide extraordinary customer service\""], \""confidence\"": \""medium\""}""}, {""community_id"": 427, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Customer Service Representatives"", ""defining_skills"": [""customer service"", ""communication"", ""customer support""], ""defining_responsibility_signals"": [""provide customer service"", ""monitor work volume""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 427, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Customer Service Representatives\"", \""defining_skills\"": [\""customer service\"", \""communication\"", \""customer support\""], \""defining_responsibility_signals\"": [\""provide customer service\"", \""monitor work volume\""], \""confidence\"": \""medium\""}""}]",18
428,30,mid,moderate_entry_barrier,Hotel Management,"['strategic financial management', 'adept leadership', 'outstanding customer service']","['oversee efficient operations', 'maintain departmental standards']",high,0.667,1.0,0.667,0.778,3,"sales, director, attendant, rooms, guest, manager, specialist, supervisor, coordinator, oem, assistant, hotel","[{""community_id"": 428, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Hotel Operations Assistants"", ""defining_skills"": [""hotel operations management"", ""guest services"", ""team leadership""], ""defining_responsibility_signals"": [""manage day-to-day operations"", ""supervise staff""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 428, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Hotel Operations Assistants\"", \""defining_skills\"": [\""hotel operations management\"", \""guest services\"", \""team leadership\""], \""defining_responsibility_signals\"": [\""manage day-to-day operations\"", \""supervise staff\""], \""confidence\"": \""medium\""}""}, {""community_id"": 428, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Hotel Management"", ""defining_skills"": [""strategic financial management"", ""adept leadership"", ""outstanding customer service""], ""defining_responsibility_signals"": [""oversee efficient operations"", ""maintain departmental standards""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 428, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Hotel Management\"", \""defining_skills\"": [\""strategic financial management\"", \""adept leadership\"", \""outstanding customer service\""], \""defining_responsibility_signals\"": [\""oversee efficient operations\"", \""maintain departmental standards\""], \""confidence\"": \""high\""}""}, {""community_id"": 428, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Hotel Management"", ""defining_skills"": [""strategic financial management"", ""adept leadership"", ""outstanding customer service""], ""defining_responsibility_signals"": [""oversee efficient operations"", ""maintain departmental standards""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 428, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Hotel Management\"", \""defining_skills\"": [\""strategic financial management\"", \""adept leadership\"", \""outstanding customer service\""], \""defining_responsibility_signals\"": [\""oversee efficient operations\"", \""maintain departmental standards\""], \""confidence\"": \""high\""}""}]",18
429,30,mid,moderate_entry_barrier,Controls Engineer,"['automated', 'manual', 'sheet metal fabrication']","['lead', 'implement']",medium,1.0,1.0,0.333,0.778,3,"engineer, project, controls, manager, electrical, mechanical, architect, management, design, senior, program, construction","[{""community_id"": 429, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Controls Engineer"", ""defining_skills"": [""automated"", ""manual"", ""sheet metal fabrication""], ""defining_responsibility_signals"": [""lead"", ""implement""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 429, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Controls Engineer\"", \""defining_skills\"": [\""automated\"", \""manual\"", \""sheet metal fabrication\""], \""defining_responsibility_signals\"": [\""lead\"", \""implement\""], \""confidence\"": \""medium\""}""}, {""community_id"": 429, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""BIM Designer"", ""defining_skills"": [""Revit"", ""2D/3D Electrical Design"", ""BIM""], ""defining_responsibility_signals"": [""Design Experience"", ""Grow Within Company""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 429, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""BIM Designer\"", \""defining_skills\"": [\""Revit\"", \""2D/3D Electrical Design\"", \""BIM\""], \""defining_responsibility_signals\"": [\""Design Experience\"", \""Grow Within Company\""], \""confidence\"": \""medium\""}""}, {""community_id"": 429, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Mechanical Engineering Projects"", ""defining_skills"": [""project management"", ""design"", ""mechanical""], ""defining_responsibility_signals"": [""leading and managing projects"", ""overseeing design and implementation""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 429, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Mechanical Engineering Projects\"", \""defining_skills\"": [\""project management\"", \""design\"", \""mechanical\""], \""defining_responsibility_signals\"": [\""leading and managing projects\"", \""overseeing design and implementation\""], \""confidence\"": \""medium\""}""}]",18
430,30,junior,clear_entry_point,Machine Operators,"['machine operation', 'shift work', 'production']","['execute assigned tasks', 'follow established procedures']",high,1.0,1.0,0.333,0.778,3,"operator, shift, machine, 2nd, 3rd, manufacturing, mill, production, engineer, trainee, small, specialist","[{""community_id"": 430, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Machine Operators"", ""defining_skills"": [""machine operation"", ""shift work"", ""production""], ""defining_responsibility_signals"": [""execute assigned tasks"", ""follow established procedures""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 430, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Machine Operators\"", \""defining_skills\"": [\""machine operation\"", \""shift work\"", \""production\""], \""defining_responsibility_signals\"": [\""execute assigned tasks\"", \""follow established procedures\""], \""confidence\"": \""high\""}""}, {""community_id"": 430, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Manufacturing Operators"", ""defining_skills"": [""CNC"", ""machine operation"", ""shift work""], ""defining_responsibility_signals"": [""set-up"", ""production""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 430, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Manufacturing Operators\"", \""defining_skills\"": [\""CNC\"", \""machine operation\"", \""shift work\""], \""defining_responsibility_signals\"": [\""set-up\"", \""production\""], \""confidence\"": \""medium\""}""}, {""community_id"": 430, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Machine Operator"", ""defining_skills"": [""machine operation"", ""pre-operation activities"", ""cleaning materials""], ""defining_responsibility_signals"": [""perform necessary pre-operation activities"", ""operate machines""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 430, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Machine Operator\"", \""defining_skills\"": [\""machine operation\"", \""pre-operation activities\"", \""cleaning materials\""], \""defining_responsibility_signals\"": [\""perform necessary pre-operation activities\"", \""operate machines\""], \""confidence\"": \""high\""}""}]",18
431,30,mid,moderate_entry_barrier,Refinery Inspector,"['NDT', 'piping inspection', 'fixed equipment maintenance']","['maintain mechanical integrity', 'perform required inspections']",medium,1.0,1.0,0.667,0.889,3,"technician, quality, inspector, shift, control, ndt, bayway, refinery, 2nd, source, assurance, manufacturing","[{""community_id"": 431, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Refinery Inspector"", ""defining_skills"": [""NDT"", ""piping inspection"", ""fixed equipment maintenance""], ""defining_responsibility_signals"": [""maintain mechanical integrity"", ""perform required inspections""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 431, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Refinery Inspector\"", \""defining_skills\"": [\""NDT\"", \""piping inspection\"", \""fixed equipment maintenance\""], \""defining_responsibility_signals\"": [\""maintain mechanical integrity\"", \""perform required inspections\""], \""confidence\"": \""medium\""}""}, {""community_id"": 431, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Refinery Inspector"", ""defining_skills"": [""NDT"", ""piping inspection"", ""fixed equipment maintenance""], ""defining_responsibility_signals"": [""maintain mechanical integrity"", ""perform required inspections""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 431, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Refinery Inspector\"", \""defining_skills\"": [\""NDT\"", \""piping inspection\"", \""fixed equipment maintenance\""], \""defining_responsibility_signals\"": [\""maintain mechanical integrity\"", \""perform required inspections\""], \""confidence\"": \""medium\""}""}, {""community_id"": 431, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Quality Inspector"", ""defining_skills"": [""CMM"", ""NDT"", ""Quality Assurance""], ""defining_responsibility_signals"": [""Shift-based work"", ""Quality control""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 431, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Quality Inspector\"", \""defining_skills\"": [\""CMM\"", \""NDT\"", \""Quality Assurance\""], \""defining_responsibility_signals\"": [\""Shift-based work\"", \""Quality control\""], \""confidence\"": \""medium\""}""}]",18
432,30,mid,moderate_entry_barrier,Civil Engineering Managers,"['project management', 'civil engineering', 'water infrastructure']","['lead projects', 'mentor engineers']",medium,1.0,1.0,0.333,0.778,3,"project, engineer, manager, civil, lead, senior, highway, transportation, engineering, municipal, roadway, water","[{""community_id"": 432, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Civil Engineering Managers"", ""defining_skills"": [""project management"", ""civil engineering"", ""water infrastructure""], ""defining_responsibility_signals"": [""lead projects"", ""mentor engineers""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 432, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Civil Engineering Managers\"", \""defining_skills\"": [\""project management\"", \""civil engineering\"", \""water infrastructure\""], \""defining_responsibility_signals\"": [\""lead projects\"", \""mentor engineers\""], \""confidence\"": \""high\""}""}, {""community_id"": 432, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Water/Wastewater Project Managers"", ""defining_skills"": [""project management"", ""water/wastewater utility projects"", ""budgeting""], ""defining_responsibility_signals"": [""lead design and technical aspects"", ""prepare proposals and agreements""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 432, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Water/Wastewater Project Managers\"", \""defining_skills\"": [\""project management\"", \""water/wastewater utility projects\"", \""budgeting\""], \""defining_responsibility_signals\"": [\""lead design and technical aspects\"", \""prepare proposals and agreements\""], \""confidence\"": \""medium\""}""}, {""community_id"": 432, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Civil Design Engineers"", ""defining_skills"": [""civil design"", ""construction projects"", ""utility improvements""], ""defining_responsibility_signals"": [""assist in designing"", ""general accountabilities""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 432, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Civil Design Engineers\"", \""defining_skills\"": [\""civil design\"", \""construction projects\"", \""utility improvements\""], \""defining_responsibility_signals\"": [\""assist in designing\"", \""general accountabilities\""], \""confidence\"": \""medium\""}""}]",18
433,30,junior,restricted_entry_point,Respiratory Care Practitioner,"['cardiopulmonary procedures', 'equipment maintenance', 'respiratory therapy']","['routine therapy', 'diagnostic procedures']",high,1.0,1.0,0.667,0.889,3,"respiratory, therapist, prn, care, practitioner, nights, rehab, reward, staffing, therapy, ltach, pulmonary","[{""community_id"": 433, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Respiratory Care Practitioner"", ""defining_skills"": [""respiratory therapy"", ""cardiopulmonary procedures"", ""equipment maintenance""], ""defining_responsibility_signals"": [""routine therapy"", ""diagnostic procedures""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 433, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Respiratory Care Practitioner\"", \""defining_skills\"": [\""respiratory therapy\"", \""cardiopulmonary procedures\"", \""equipment maintenance\""], \""defining_responsibility_signals\"": [\""routine therapy\"", \""diagnostic procedures\""], \""confidence\"": \""high\""}""}, {""community_id"": 433, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Respiratory Therapist"", ""defining_skills"": [""respiratory care"", ""cardiopulmonary procedures"", ""equipment maintenance""], ""defining_responsibility_signals"": [""perform routine therapy"", ""maintain equipment""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 433, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Respiratory Therapist\"", \""defining_skills\"": [\""respiratory care\"", \""cardiopulmonary procedures\"", \""equipment maintenance\""], \""defining_responsibility_signals\"": [\""perform routine therapy\"", \""maintain equipment\""], \""confidence\"": \""high\""}""}, {""community_id"": 433, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Respiratory Care Practitioner"", ""defining_skills"": [""respiratory therapy"", ""cardiopulmonary procedures"", ""equipment maintenance""], ""defining_responsibility_signals"": [""routine therapy"", ""diagnostic procedures""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 433, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Respiratory Care Practitioner\"", \""defining_skills\"": [\""respiratory therapy\"", \""cardiopulmonary procedures\"", \""equipment maintenance\""], \""defining_responsibility_signals\"": [\""routine therapy\"", \""diagnostic procedures\""], \""confidence\"": \""high\""}""}]",18
434,30,mid,moderate_entry_barrier,Land Survey Technician,"['CAD', 'land survey', 'Autodesk AutoCAD']","['assist registered professional land surveyor', 'prepare survey projects']",medium,1.0,1.0,0.333,0.778,3,"engineer, civil, technician, land, survey, senior, cad, project, development, designer, operator, autocad","[{""community_id"": 434, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Land Survey Technician"", ""defining_skills"": [""land survey"", ""CAD"", ""Autodesk AutoCAD""], ""defining_responsibility_signals"": [""assist registered professional land surveyor"", ""prepare survey projects""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 434, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Land Survey Technician\"", \""defining_skills\"": [\""land survey\"", \""CAD\"", \""Autodesk AutoCAD\""], \""defining_responsibility_signals\"": [\""assist registered professional land surveyor\"", \""prepare survey projects\""], \""confidence\"": \""medium\""}""}, {""community_id"": 434, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Civil Engineering Technicians"", ""defining_skills"": [""Autocad"", ""Civil 3D"", ""Trimble Business Center""], ""defining_responsibility_signals"": [""Surveying"", ""Construction Staking""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 434, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Civil Engineering Technicians\"", \""defining_skills\"": [\""Autocad\"", \""Civil 3D\"", \""Trimble Business Center\""], \""defining_responsibility_signals\"": [\""Surveying\"", \""Construction Staking\""], \""confidence\"": \""medium\""}""}, {""community_id"": 434, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Civil Engineering"", ""defining_skills"": [""CAD"", ""Autodesk"", ""Project Management""], ""defining_responsibility_signals"": [""implement"", ""maintain""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 434, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Civil Engineering\"", \""defining_skills\"": [\""CAD\"", \""Autodesk\"", \""Project Management\""], \""defining_responsibility_signals\"": [\""implement\"", \""maintain\""], \""confidence\"": \""medium\""}""}]",18
