community_id,community_size,dominant_experience_level,entry_accessibility,community_label,defining_skills,defining_responsibility_signals,confidence,level_agreement,access_agreement,label_agreement,overall_agreement,calls_used,top_title_keywords,raw_call_outputs,batch_id
500,27,mid,moderate_entry_barrier,Marketing Program Managers,"['paid search', 'digital marketing', 'SEM']","['drive paid search programs', 'instrumental role']",high,1.0,1.0,0.333,0.778,3,"manager, marketing, digital, senior, paid, advertising, search, media, liaison, program, product, engine","[{""community_id"": 500, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Marketing Program Managers"", ""defining_skills"": [""paid search"", ""SEM"", ""digital marketing""], ""defining_responsibility_signals"": [""drive paid search programs"", ""instrumental role""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 500, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Marketing Program Managers\"", \""defining_skills\"": [\""paid search\"", \""SEM\"", \""digital marketing\""], \""defining_responsibility_signals\"": [\""drive paid search programs\"", \""instrumental role\""], \""confidence\"": \""high\""}""}, {""community_id"": 500, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Paid Search Channel Manager"", ""defining_skills"": [""paid search"", ""digital marketing"", ""customer acquisition""], ""defining_responsibility_signals"": [""support business growth"", ""report to VP""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 500, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Paid Search Channel Manager\"", \""defining_skills\"": [\""paid search\"", \""digital marketing\"", \""customer acquisition\""], \""defining_responsibility_signals\"": [\""support business growth\"", \""report to VP\""], \""confidence\"": \""high\""}""}, {""community_id"": 500, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Digital Marketing"", ""defining_skills"": [""Google Ads"", ""LinkedIn"", ""Salesforce""], ""defining_responsibility_signals"": [""develop digital marketing campaigns"", ""implement across digital marketing platforms""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 500, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Digital Marketing\"", \""defining_skills\"": [\""Google Ads\"", \""LinkedIn\"", \""Salesforce\""], \""defining_responsibility_signals\"": [\""develop digital marketing campaigns\"", \""implement across digital marketing platforms\""], \""confidence\"": \""medium\""}""}]",21
501,27,mid,moderate_entry_barrier,BBW Assistant Manager,"['sales support', 'team management', 'customer service']","['supervise staff', 'oversee operations']",high,1.0,1.0,0.333,0.778,3,"bbw, asst, mgr, supervisor, mall, plaza, sales, support, key, holder, outlets, square","[{""community_id"": 501, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""BBW Assistant Manager"", ""defining_skills"": [""sales support"", ""team management"", ""customer service""], ""defining_responsibility_signals"": [""supervise team"", ""achieve sales targets""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 501, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""BBW Assistant Manager\"", \""defining_skills\"": [\""sales support\"", \""team management\"", \""customer service\""], \""defining_responsibility_signals\"": [\""supervise team\"", \""achieve sales targets\""], \""confidence\"": \""high\""}""}, {""community_id"": 501, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""BBW Mall Management"", ""defining_skills"": [""sales support"", ""team management"", ""customer service""], ""defining_responsibility_signals"": [""supervise staff"", ""oversee operations""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 501, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""BBW Mall Management\"", \""defining_skills\"": [\""sales support\"", \""team management\"", \""customer service\""], \""defining_responsibility_signals\"": [\""supervise staff\"", \""oversee operations\""], \""confidence\"": \""high\""}""}, {""community_id"": 501, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Mall Management"", ""defining_skills"": [""sales support"", ""team management"", ""customer service""], ""defining_responsibility_signals"": [""supervise staff"", ""oversee operations""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 501, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Mall Management\"", \""defining_skills\"": [\""sales support\"", \""team management\"", \""customer service\""], \""defining_responsibility_signals\"": [\""supervise staff\"", \""oversee operations\""], \""confidence\"": \""high\""}""}]",21
502,27,mid,moderate_entry_barrier,ServiceNow Technical Delivery,"['ServiceNow platform', 'technical delivery', 'fulltime']","['manage', 'deliver']",high,1.0,1.0,0.333,0.778,3,"manager, servicenow, program, technical, specialist, senior, systems, engineer, software, delivery, administrator, developer","[{""community_id"": 502, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""ServiceNow Technical Delivery"", ""defining_skills"": [""ServiceNow platform"", ""technical delivery"", ""fulltime""], ""defining_responsibility_signals"": [""manage"", ""deliver""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 502, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""ServiceNow Technical Delivery\"", \""defining_skills\"": [\""ServiceNow platform\"", \""technical delivery\"", \""fulltime\""], \""defining_responsibility_signals\"": [\""manage\"", \""deliver\""], \""confidence\"": \""high\""}""}, {""community_id"": 502, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""ServiceNow Delivery Managers"", ""defining_skills"": [""ServiceNow platform"", ""ServiceNow modules"", ""ITSM""], ""defining_responsibility_signals"": [""technical delivery"", ""work across platform""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 502, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""ServiceNow Delivery Managers\"", \""defining_skills\"": [\""ServiceNow platform\"", \""ServiceNow modules\"", \""ITSM\""], \""defining_responsibility_signals\"": [\""technical delivery\"", \""work across platform\""], \""confidence\"": \""high\""}""}, {""community_id"": 502, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""ServiceNow Technical Specialists"", ""defining_skills"": [""ServiceNow platform"", ""predictive intelligence"", ""automated solutions""], ""defining_responsibility_signals"": [""deliver end-to-end solutions"", ""architect development""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 502, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""ServiceNow Technical Specialists\"", \""defining_skills\"": [\""ServiceNow platform\"", \""predictive intelligence\"", \""automated solutions\""], \""defining_responsibility_signals\"": [\""deliver end-to-end solutions\"", \""architect development\""], \""confidence\"": \""medium\""}""}]",21
503,27,junior,clear_entry_point,Hotel Front Desk Agents,"['guest registration', 'concierge duties', 'hotel operator']","['greet and register guests', 'provide outstanding guest service']",high,1.0,1.0,1.0,1.0,3,"front, desk, agent, sales, coordinator, catering, driver, 17hr, kimpton, marlowe, hotel, 35hr","[{""community_id"": 503, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hotel Front Desk Agents"", ""defining_skills"": [""guest registration"", ""account settlement"", ""concierge duties""], ""defining_responsibility_signals"": [""greet and register guests"", ""provide outstanding guest service""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 503, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hotel Front Desk Agents\"", \""defining_skills\"": [\""guest registration\"", \""account settlement\"", \""concierge duties\""], \""defining_responsibility_signals\"": [\""greet and register guests\"", \""provide outstanding guest service\""], \""confidence\"": \""high\""}""}, {""community_id"": 503, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hotel Front Desk Agents"", ""defining_skills"": [""guest registration"", ""hotel operator"", ""concierge duties""], ""defining_responsibility_signals"": [""greet and register guests"", ""provide outstanding guest service""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 503, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hotel Front Desk Agents\"", \""defining_skills\"": [\""guest registration\"", \""hotel operator\"", \""concierge duties\""], \""defining_responsibility_signals\"": [\""greet and register guests\"", \""provide outstanding guest service\""], \""confidence\"": \""high\""}""}, {""community_id"": 503, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Hotel Front Desk Agents"", ""defining_skills"": [""guest registration"", ""hotel operator"", ""concierge duties""], ""defining_responsibility_signals"": [""greet and register guests"", ""provide outstanding guest service""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 503, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Hotel Front Desk Agents\"", \""defining_skills\"": [\""guest registration\"", \""hotel operator\"", \""concierge duties\""], \""defining_responsibility_signals\"": [\""greet and register guests\"", \""provide outstanding guest service\""], \""confidence\"": \""high\""}""}]",21
504,27,junior,clear_entry_point,Home Care Assistants,"['personal care', 'residential care', 'elderly care']","['provide care to elderly clients', 'work in home settings']",high,1.0,1.0,0.667,0.889,3,"caregiver, personal, care, assistant, experience, resident, elderly, clients, aide, home, cna, server","[{""community_id"": 504, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Elderly Care Assistant"", ""defining_skills"": [""caregiving"", ""client management"", ""home care""], ""defining_responsibility_signals"": [""provide care"", ""assist daily activities""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 504, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Elderly Care Assistant\"", \""defining_skills\"": [\""caregiving\"", \""client management\"", \""home care\""], \""defining_responsibility_signals\"": [\""provide care\"", \""assist daily activities\""], \""confidence\"": \""high\""}""}, {""community_id"": 504, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Home Care Assistants"", ""defining_skills"": [""personal care"", ""residential care"", ""elderly care""], ""defining_responsibility_signals"": [""provide care to elderly clients"", ""work in home settings""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 504, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Home Care Assistants\"", \""defining_skills\"": [\""personal care\"", \""residential care\"", \""elderly care\""], \""defining_responsibility_signals\"": [\""provide care to elderly clients\"", \""work in home settings\""], \""confidence\"": \""high\""}""}, {""community_id"": 504, ""dominant_experience_level"": ""junior"", ""entry_accessibility"": ""clear_entry_point"", ""community_label"": ""Home Care Assistants"", ""defining_skills"": [""personal care"", ""residential care"", ""elderly care""], ""defining_responsibility_signals"": [""provide care to elderly clients"", ""work in home settings""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 504, \""dominant_experience_level\"": \""junior\"", \""entry_accessibility\"": \""clear_entry_point\"", \""community_label\"": \""Home Care Assistants\"", \""defining_skills\"": [\""personal care\"", \""residential care\"", \""elderly care\""], \""defining_responsibility_signals\"": [\""provide care to elderly clients\"", \""work in home settings\""], \""confidence\"": \""high\""}""}]",21
505,27,mid,moderate_entry_barrier,Insurance Sales,"['sales', 'insurance', 'licensed']","['inside sales', 'grow sales career']",medium,1.0,1.0,1.0,1.0,3,"insurance, sales, agent, commercial, csr, personal, inside, underwriting, life, representative, telesales, licensed","[{""community_id"": 505, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Insurance Sales"", ""defining_skills"": [""sales"", ""insurance"", ""licensed""], ""defining_responsibility_signals"": [""inside sales"", ""grow sales career""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 505, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Insurance Sales\"", \""defining_skills\"": [\""sales\"", \""insurance\"", \""licensed\""], \""defining_responsibility_signals\"": [\""inside sales\"", \""grow sales career\""], \""confidence\"": \""medium\""}""}, {""community_id"": 505, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Insurance Sales"", ""defining_skills"": [""sales"", ""insurance"", ""licensed""], ""defining_responsibility_signals"": [""inside sales"", ""grow sales career""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 505, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Insurance Sales\"", \""defining_skills\"": [\""sales\"", \""insurance\"", \""licensed\""], \""defining_responsibility_signals\"": [\""inside sales\"", \""grow sales career\""], \""confidence\"": \""medium\""}""}, {""community_id"": 505, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Insurance Sales"", ""defining_skills"": [""licensed sales"", ""telesales"", ""underwriting""], ""defining_responsibility_signals"": [""sales career growth"", ""performance-driven environment""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 505, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Insurance Sales\"", \""defining_skills\"": [\""licensed sales\"", \""telesales\"", \""underwriting\""], \""defining_responsibility_signals\"": [\""sales career growth\"", \""performance-driven environment\""], \""confidence\"": \""medium\""}""}]",21
506,27,mid,moderate_entry_barrier,Credit Analysts,"['credit analysis', 'risk assessment', 'portfolio management']","['review', 'analyze']",medium,1.0,1.0,1.0,1.0,3,"credit, analyst, risk, senior, commercial, portfolio, manager, officer, underwriter, intern, review, business","[{""community_id"": 506, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Credit Analysts"", ""defining_skills"": [""credit analysis"", ""risk assessment"", ""portfolio management""], ""defining_responsibility_signals"": [""review"", ""analyze""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 506, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Credit Analysts\"", \""defining_skills\"": [\""credit analysis\"", \""risk assessment\"", \""portfolio management\""], \""defining_responsibility_signals\"": [\""review\"", \""analyze\""], \""confidence\"": \""medium\""}""}, {""community_id"": 506, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Credit Analysts"", ""defining_skills"": [""credit analysis"", ""risk assessment"", ""portfolio management""], ""defining_responsibility_signals"": [""review"", ""analyze""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 506, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Credit Analysts\"", \""defining_skills\"": [\""credit analysis\"", \""risk assessment\"", \""portfolio management\""], \""defining_responsibility_signals\"": [\""review\"", \""analyze\""], \""confidence\"": \""medium\""}""}, {""community_id"": 506, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Credit Analysts"", ""defining_skills"": [""credit analysis"", ""risk assessment"", ""portfolio management""], ""defining_responsibility_signals"": [""review"", ""business analysis""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 506, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Credit Analysts\"", \""defining_skills\"": [\""credit analysis\"", \""risk assessment\"", \""portfolio management\""], \""defining_responsibility_signals\"": [\""review\"", \""business analysis\""], \""confidence\"": \""medium\""}""}]",21
507,27,mid,moderate_entry_barrier,Mental Health Worker,"['mental health', 'clinical skills', 'mental health expertise']","['provide safe and healthy treatment', 'work in behavioral health unit']",medium,1.0,1.0,0.333,0.778,3,"clinical, mental, health, worker, specialist, clinician, manager, psychiatrist, care, social, therapist, services","[{""community_id"": 507, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Mental Health Worker"", ""defining_skills"": [""clinical skills"", ""mental health expertise"", ""care management""], ""defining_responsibility_signals"": [""provide safe and healthy treatment"", ""work in behavioral health unit""], ""confidence"": ""medium"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 507, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Mental Health Worker\"", \""defining_skills\"": [\""clinical skills\"", \""mental health expertise\"", \""care management\""], \""defining_responsibility_signals\"": [\""provide safe and healthy treatment\"", \""work in behavioral health unit\""], \""confidence\"": \""medium\""}""}, {""community_id"": 507, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Mental Health Specialist"", ""defining_skills"": [""clinical care"", ""mental health"", ""addictions""], ""defining_responsibility_signals"": [""supportive team-based work environment"", ""helping people""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 507, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Mental Health Specialist\"", \""defining_skills\"": [\""clinical care\"", \""mental health\"", \""addictions\""], \""defining_responsibility_signals\"": [\""supportive team-based work environment\"", \""helping people\""], \""confidence\"": \""medium\""}""}, {""community_id"": 507, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Mental Health Professionals"", ""defining_skills"": [""LCSW"", ""mental health"", ""clinical""], ""defining_responsibility_signals"": [""treat patients"", ""collaborate with team""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 507, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Mental Health Professionals\"", \""defining_skills\"": [\""LCSW\"", \""mental health\"", \""clinical\""], \""defining_responsibility_signals\"": [\""treat patients\"", \""collaborate with team\""], \""confidence\"": \""medium\""}""}]",21
508,27,mid,restricted_entry_point,Mental Health Therapists,"['licensed mental health therapist', 'remote work', 'clinical experience']","['provide mental health services', 'work with clients']",high,1.0,1.0,1.0,1.0,3,"licensed, mental, health, therapist, psychiatric, nurse, practitioner, psychologist, contractor, contracted, virtual, clinical","[{""community_id"": 508, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Mental Health Therapists"", ""defining_skills"": [""licensed mental health therapist"", ""remote work"", ""clinical experience""], ""defining_responsibility_signals"": [""provide mental health services"", ""work with clients""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 508, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Mental Health Therapists\"", \""defining_skills\"": [\""licensed mental health therapist\"", \""remote work\"", \""clinical experience\""], \""defining_responsibility_signals\"": [\""provide mental health services\"", \""work with clients\""], \""confidence\"": \""high\""}""}, {""community_id"": 508, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Mental Health Therapists"", ""defining_skills"": [""licensed mental health therapist"", ""remote work"", ""clinical experience""], ""defining_responsibility_signals"": [""provide mental health services"", ""work with clients""], ""confidence"": ""high"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 508, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Mental Health Therapists\"", \""defining_skills\"": [\""licensed mental health therapist\"", \""remote work\"", \""clinical experience\""], \""defining_responsibility_signals\"": [\""provide mental health services\"", \""work with clients\""], \""confidence\"": \""high\""}""}, {""community_id"": 508, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""restricted_entry_point"", ""community_label"": ""Mental Health Therapists"", ""defining_skills"": [""licensed mental health therapist"", ""remote work"", ""clinical experience""], ""defining_responsibility_signals"": [""provide mental health services"", ""work with clients""], ""confidence"": ""high"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 508, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""restricted_entry_point\"", \""community_label\"": \""Mental Health Therapists\"", \""defining_skills\"": [\""licensed mental health therapist\"", \""remote work\"", \""clinical experience\""], \""defining_responsibility_signals\"": [\""provide mental health services\"", \""work with clients\""], \""confidence\"": \""high\""}""}]",21
509,27,mid,moderate_entry_barrier,Architecture Project Managers,"['architectural design', 'project management', 'licensed architect']","['define direction', 'lead projects']",medium,1.0,1.0,0.333,0.778,3,"architect, project, manager, architectural, architecture, designer, senior, healthcare, leader, higher, education, urban","[{""community_id"": 509, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Architecture Project Managers"", ""defining_skills"": [""architectural design"", ""project management"", ""licensed architect""], ""defining_responsibility_signals"": [""define direction"", ""lead projects""], ""confidence"": ""high"", ""rep_rank"": 1, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 509, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Architecture Project Managers\"", \""defining_skills\"": [\""architectural design\"", \""project management\"", \""licensed architect\""], \""defining_responsibility_signals\"": [\""define direction\"", \""lead projects\""], \""confidence\"": \""high\""}""}, {""community_id"": 509, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Architects in Fort Wayne"", ""defining_skills"": [""architectural design"", ""project management"", ""urban planning""], ""defining_responsibility_signals"": [""define direction"", ""make strategic decisions""], ""confidence"": ""medium"", ""rep_rank"": 2, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 509, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Architects in Fort Wayne\"", \""defining_skills\"": [\""architectural design\"", \""project management\"", \""urban planning\""], \""defining_responsibility_signals\"": [\""define direction\"", \""make strategic decisions\""], \""confidence\"": \""medium\""}""}, {""community_id"": 509, ""dominant_experience_level"": ""mid"", ""entry_accessibility"": ""moderate_entry_barrier"", ""community_label"": ""Architecture Professionals"", ""defining_skills"": [""architecture"", ""design"", ""construction""], ""defining_responsibility_signals"": [""project management"", ""team collaboration""], ""confidence"": ""medium"", ""rep_rank"": 3, ""attempt"": 1, ""raw_output"": ""{\""community_id\"": 509, \""dominant_experience_level\"": \""mid\"", \""entry_accessibility\"": \""moderate_entry_barrier\"", \""community_label\"": \""Architecture Professionals\"", \""defining_skills\"": [\""architecture\"", \""design\"", \""construction\""], \""defining_responsibility_signals\"": [\""project management\"", \""team collaboration\""], \""confidence\"": \""medium\""}""}]",21
